cik,fy,bankrupt_2y,assets,liabilities,current_assets,current_liabilities,cash,inventory,receivables,equity,retained_earnings,revenue,cogs,gross_profit,operating_income,net_income,rd_expense,sga_expense,interest_expense,depreciation,short_debt,long_debt,total_debt,debt,leverage_liabilities_assets,leverage_debt_assets,debt_equity,roa,asset_turnover,current_ratio,asset_growth,revenue_growth,lag_assets,lag_revenue,lag_roa,lag_leverage_debt_assets
1384195,2017,0,414102486,57499146,29123924,48443449,8622235,,12833883,142542530,-41355653,,,,-57032761,-9052771,,,0,,,,,,0.13885245306158342,0,0,-0.02186118486620242,,0.6011942708703503,0.6506903350030212,,250866245,,0.0335656955362807,0
1386570,2017,0,19752068,9777710,15736943,8869150,,7912630,5852030,9974358,-45223574,,10724177,10477305,-16376962,-11377618,4007381,,152784,510000,,,,,0.49502209085144905,0,0,-0.576021609484131,,1.7743462451305931,0.053488069816705335,,18749209,,-0.28738199035489975,0.17842539383928144
1388320,2017,0,22528886,4520557,22390478,4520557,20519294,,,18008329,-136551802,0,,,-26910788,-26601235,17699503,,,,,,,,0.2006560377641398,0,0,-1.1807612236130982,0,4.953035212253711,-0.15265378975244118,,26587581,0,-0.9285353564132066,0
1392902,2017,0,454725,149013,381173,149013,825,,,424640,-6976480,0,,,,-378640,51955,,-2996,,,,,,0.32769915883226125,0,0,-0.8326790917587553,0,2.557984873802957,-0.32687183586464164,,675540,0,-1.4410871302957633,0
1397911,2017,0,4834926000,4393743000,,,412332000,,,120000,718336000,4281481000,,,,238863000,,,,73383000,,2385022000,,2385022000,0.9087508267965219,0.49329027993396385,19875.183333333334,0.049403651679467274,0.8855318571576897,,0.06942286334999682,-0.021076388618965068,4521061000,4373662000,0.03938080021481683,0.4840102798878405
1403431,2017,0,314307000,116038000,108795000,54206000,21555000,18558000,45491000,197549000,12227000,350018000,,,4189000,1250000,200000,45269000,,17197000,,63454000,,63454000,0.3691868141657679,0.2018854177603426,0.32120638423884706,0.003977003375680466,1.1136182140391402,2.007065638490204,0.04127574143277411,0.03234312140910539,301848000,339052000,-0.023216983382364633,0.20797885028226126
1404281,2017,0,1196000,3898000,1150000,,1103000,,,2782000,-14390000,,,,-5128000,-5655000,3191000,,,35000,,,,,3.259197324414716,0,0,-4.728260869565218,,,-0.9824050372201135,,67974000,0,-0.34271927501691823,0
1405513,2017,0,18660756,2215078,,,15113447,,,,,-4405715,,,,-4548413,,,,,,,,,0.11870247914929064,0,,-0.24374216135723548,-0.2360952042886151,,0.41255930843413624,0,13210600,-4405715,0,0
1410738,2017,0,1179907,243337,124157,,,,,1938585,-31636143,,,,,-3474105,,,,,,,,,0.20623405064975459,0,0,-2.9443888374253224,,,-0.4047445597940859,,1982186,,-1.7526634735589899,0
1415311,2017,0,3393575497,37136,,,35899231,,,2118028,,,,,,-1244268436,,,,,,,,,0.000010943030450576122,0,0,-0.3666541195561915,,,-0.08614889055303185,,3713488403,,-0.06402031868685494,0
1415744,2017,0,2118593,1901428,7789,481978,5239,,4413,217165,-1002485,53685,,6391,-128424,-620235,,,27138,,66500,,,66500,0.8974956492351291,0.03138875659458896,0.30621877374346695,-0.2927579766382689,0.025339930793691852,0.016160488653009057,0.0025615423201052444,,2113180,0,-0.1452446076529212,0
1422841,2017,0,425656000,169190000,123620000,47738000,17802000,6246000,15473000,271969000,-8400000,100335000,53490000,46845000,-29945000,,,49437000,8507000,24142000,,115753000,,115753000,0.39748059465859753,0.27194025222245194,0.4256110071368428,,0.23571851448117728,2.5895513008504754,0.1360945482109399,0.4947040684076452,374666000,67127000,,0.36661986943037267
1424549,2017,0,877047,,178208,897325,,,,-20188,-15014166,0,,,-691926,-1457859,0,,30000,,,325710,,325710,,0.3713712035957024,-16.13384188626907,-1.6622358892966969,0,0.19859916975454825,,,0,0,,
1428522,2017,0,340282000,33104000,334809000,32725000,28518000,0,0,63464000,-628568000,,,,-99077000,-101526000,68280000,,1885000,176000,,0,,,0.09728401737382524,0,0,-0.2983584203689881,,10.230985485103131,-0.2947011700330594,,482465000,,-0.12949954919009668,0
1432196,2017,0,43750503,2621027,12861862,1657724,11722102,,,41129476,-170690951,,,,-15632970,-15635575,,,,,,,,,0.05990849979484807,0,0,-0.35738046257433886,,7.75874753577797,0.0357934126569138,,42238638,,-0.45275922485947584,0
1433994,2017,0,,,3542992,1200,7728516,,,0,0,1772,,,,-20401,,,,,,,,,,,,,,2952.4933333333333,,1771,,1,,
1435163,2017,0,34893,687475,15151,687475,13155,,,-425376,-3070393,0,,,-460926,-463806,,,2160,1600,,,,,19.70237583469464,0,0,-13.29223626515347,0,0.02203861958616677,1.3021046381210002,,15157,0,-128.6267071320182,0
1437226,2017,0,38477000,20334000,22684000,12257000,2568000,,17916000,12868000,9297000,123470000,99671000,23799000,4682000,2753000,,19117000,,219000,,8077000,,8077000,0.5284715544351171,0.20991761311952595,0.6276810693192415,0.07154923720664293,3.2089300101359255,1.850697560577629,0,0.08762101072029456,38477000,113523000,0.08896223718065338,0.21145099669932688
1438461,2017,0,85517,897624,,,122,,,-542063,-822025,0,,,-120032,-270033,,,,,108707,,,108707,10.49643930446578,1.2711741525076885,-0.200543110302677,-3.1576528643427624,0,,-0.4303537765698794,,150123,0,-0.6060230610899062,0
1439404,2017,0,1905849000,325185000,965476000,243640000,131303000,,77260000,-52261000,-1691768000,567315000,235985000,,25724000,-121510000,256012000,,,54315000,,,,,0.17062474519230011,0,0,-0.06375636264992662,0.2976704870113005,3.9627154818584795,-0.10297369424323294,-0.17829260873973435,2124630000,690410000,-0.10632439530647689,0
1441849,2017,1,1802160000,58346000,225157000,47200000,168745000,0,49311000,1007809000,347046000,887706000,,,4940000,-64353000,,47482000,41362000,72270000,,,,,0.032375593731966086,0,0,-0.03570881608736183,0.49257890531362364,4.770275423728814,-1.531142462042306,-0.2158157334021194,-3392988000,1132012000,-0.023271523506714437,0
1468780,2017,0,22001825,21721833,12522281,15858425,3496629,310564,,279992,-44274990,5171486,6406488,-1235002,-7769664,-15542414,440563,6094099,,37066,5000000,150000,,5150000,0.9872741465764772,0.23407149179670322,18.39338266807623,-0.70641476332077,0.2350480471506341,0.789629550223304,1.3138209572934578,27.230638637021187,9508871,183187,-0.4864771012247406,0.09464846036926991
1473287,2017,0,,244347,0,244347,0,,,-244347,-305557,0,,,,-16532,,,,,,,,,,,0,,,0,,,0,0,,
1479526,2017,0,209367633,44540834,60475890,3663931,54145781,1122843,24783720,85712176,42410980,101091303,,43465080,-338717,-18845494,306616,,,,,,,,0.21273982688623128,0,0,-0.09001149666720452,0.482841122820546,16.50573932751463,0.2093809407784637,0.5239473886294338,173119673,66335166,0.18825859843207998,0
1482541,2017,0,2117821,4228865,1356811,4216880,330557,747905,422589,-2847297,-14336212,7579863,5275968,2303895,-532917,-3272613,349062,2197758,373688,53084,,11985,,11985,1.9968000128433896,0.005659118499627683,-0.00420925530424118,-1.5452736562721778,3.579085767871789,0.32175708106467343,-0.31743391473455346,-0.036283685068598644,3102734,7865243,-1.7068888277241943,0.003862722360344135
1497055,2017,0,42835,450150,21494,447969,654,4417,15191,99303,-2924684,14611,15804,-1193,,-2081470,,,3187,,,2181,,2181,10.508929613633711,0.05091630675849189,0.021963082686323677,-48.592739582117424,0.34109956811019027,0.04798099868517688,-0.7779730157002389,0,192927,14611,-4.154934249742131,0.028839923909043316
1501585,2017,0,6024000000,4699000000,2142000000,1343000000,990000000,,1188000000,1365000000,1323000000,7020000000,,,769000000,404000000,19000000,,137000000,180000000,,1278000000,,1278000000,0.7800464807436919,0.21215139442231076,0.9362637362637363,0.06706507304116865,1.1653386454183268,1.5949367088607596,-0.034460650745311745,0.009055627425614488,6239000000,6957000000,0.05417534861355987,0.20403910883154353
1521847,2017,0,917464000,1841239000,178168000,42601000,83050000,,36391000,3000,1286000,284580000,,,-436539000,-540398000,,,,171629000,,376000000,,376000000,2.006878744016114,0.4098253446456755,125333.33333333333,-0.5890127569038132,0.31018110792358067,4.182249242975517,-0.6842866301239193,-0.49724667560591684,2906003000,566043000,0.03977353086008514,0.688429777945859
1528129,2017,0,1782346000,1601773000,154777000,187945000,29321000,,0,1563201000,-2218082000,606640000,,,-2471514000,-2209936000,,,103219000,277724000,,1353909000,,1353909000,0.8986880212932843,0.7596218691544739,0.8661131869797933,-1.2399029144733964,0.3403604014035434,0.8235228391284685,-0.017063487467786402,-0.23585909798018603,1813287000,793885000,0.1464594407835053,0.7810269416810466
1528172,2017,0,318679,8880545,302854,8721324,55533,,,-8561866,-18374283,,,,-4603886,-10810160,115159,,,14761,4221,7356144,,7360365,27.866740513180975,23.096485805465687,-0.8596683246385776,-33.92178336194101,,0.03472569073227872,-0.22152466148626035,NaN,409363,4265,-16.527473171732666,7.831804535339051
1536089,2017,0,57846,9016,2846,9016,2846,,,-7844,-168238,,,,-26201,-28499,,,2298,,,,,,0.15586211665456556,0,0,-0.4926701932717906,,0.31566104702750664,15.068333333333333,,3600,,-7.916388888888889,0
1547638,2017,1,1186076000,622447000,88190000,66639000,11348000,,51894000,,,451271000,,,-41594000,-94948000,,,35166000,106947000,,559846000,,559846000,0.5247952070524992,0.47201528401215437,,-0.080052205760845,0.3804739325304618,1.323399210672429,16.683096281718697,,67074000,,-0.8273399528878552,9.012702388406835
1551906,2017,0,545961,2143294,118091,2143294,16536,17163,,-1685240,-1905326,2724713,,,-376504,-637394,,,-139452,66105,,,,,3.925727295539425,0,0,-1.1674716692217941,4.990673326483027,0.05509790070797567,1.14544061302682,,254475,0,-0.3989311327242362,0
1555995,2017,0,4689,134233,4689,134233,1671,3201,,-129544,-244729,7761,,1854,-123266,-149855,,,1693,,,,,,28.62721262529324,0,0,-31.958839837918532,1.655150351887396,0.034931797695052634,1.8061041292639137,,1671,0,-8.414123279473369,0
1561679,2017,0,14832970,735703,,,1672868,,,12293128,,1509172,,,,8182,,,31650,,,,,,0.0495991699571967,0,0,0.0005516090169399655,0.10174442475107817,,-0.22430585745178022,-0.149552875834783,19122189,1774563,0.015032745466536284,0
1571398,2017,0,84934997,73659484,,,1229036,,,11275513,6152648,,,,,-327049,,,243486,,,,,,0.8672453829603362,0,0,-0.003850579991190204,,,-0.07285110243613171,,91608799,,-0.0008785509784927974,0
1574291,2017,0,3915058000,1175813000,67441000,33299000,26231000,,2581000,,0,,,,167637000,114903000,,,,,,992663000,,992663000,0.3003309274089937,0.25355001126420096,,0.02934899048749725,,2.0253160755578246,-0.03808630412434964,,4070072000,,0.03243259578700328,0.24355318529991607
1576263,2017,0,63444000,15135000,59555000,15002000,6593000,,,28062000,-389751000,,,,-64714000,-64544000,48959000,,,,,,,,0.23855683752600718,0,0,-1.0173381249605953,,3.9698040261298493,-0.5044095706039041,,128017000,,-0.34134529007866143,0
1584754,2017,0,4542739,1866375,4253806,543646,4329496,43544,,4185083,-6674813,254834,,,-4439166,-5406167,1758701,,,,,1322729,,1322729,0.41084794878156106,0.29117433337024207,0.3160580088853674,-1.1900677102514585,0.05609699346583636,7.824588059141426,4.457051629341236,,832453,0,-0.5361852260728234,0
1590717,2017,0,925358000,472928000,,,25320000,,5896000,113462000,,74951000,,,,10034000,,,24048000,24133000,,449716000,,449716000,0.5110757133995708,0.4859913676652712,3.9635825210202533,0.010843370889969072,0.0809967601728196,,0.3746356767870035,0.2725775506392516,673166000,58897000,-0.012096570533865347,0.5851528449149244
1594012,2017,0,23174675000,20051430000,,,230961000,,,3577855000,1053750000,,,,,181505000,,,136639000,13930000,,,,,0.865230256734992,0,0,0.007832040794531099,,,0.10943681277384444,,20888684000,,0.006305854404231497,0
1594879,2017,0,215219000,85253000,15184000,21489000,29390000,1878000,3148000,121269000,-18711000,226557000,,,5162000,1124000,,,3270000,,,0,,,0.39612208959246165,0,0,0.00522258722510559,1.0526812223827822,0.7065940713853599,0.08699758578542784,0.31923975007715466,197994000,171733000,-0.05059244219521804,0
1595627,2017,0,52882963,33569442,,,232635,,,14979,,,,,-1991529,-2492602,,,501073,622359,,27447459,,27447459,0.634787464537492,0.5190227143664398,1832.3959543360704,-0.04713431053399939,,,0.039221986268378466,,50887071,,-0.045343914567218854,0
1599489,2017,0,2483700000,1941900000,1948600000,867800000,57600000,,1048300000,512500000,19700000,8717700000,,,78600000,26700000,,853900000,27000000,56900000,,726900000,,726900000,0.7818577122840923,0.2926681966421065,1.418341463414634,0.010750090590651044,3.5099649716149295,2.2454482599677346,0.002745367192862045,0.17703368662661176,2476900000,7406500000,-0.007913117202955308,0.32116758851790544
1600890,2017,0,268646000,262533000,,,5815000,,,45545000,21912000,,,,,1422000,,,1640000,,,,,,0.977245147889788,0,0,0.005293211140311041,,,0.16443658461525124,,230709000,,0.0028520777256197203,0
1604416,2017,0,2078900000,1334100000,863800000,421200000,200000,315800000,,5000000,-9600000,1956100000,3238500000,224400000,78400000,20400000,,329500000,64800000,73100000,47700000,864500000,,912200000,0.6417336091202078,0.4387897445764587,182.44,0.009812881812496994,0.9409302996777141,2.050807217473884,0.21651354672596407,-0.5667072765533282,1708900000,4514500000,0.002867341564749254,0.5305752238281936
1606698,2017,0,15970950,18388986,3630097,9987022,342786,1212546,2067081,240000,-20433875,7769722,7524814,2438745,,-2997420,,,-1540226,289746,,147079,,147079,1.151402139509547,0.00920915787727092,0.6128291666666666,-0.18767950560235927,0.4864909100585751,0.36348142619491575,5.178336335276859,0.034054207140845616,2584992,7513844,0.04150728512892883,0.015289022171055076
1607549,2017,0,1676112,,257933,31584,,22699,5677,-8176,-525832,45554,6391,39163,-2000000,-515920,,,,19956,,,,,,0,0,-0.307807592810027,0.027178374714816194,8.166571681864236,,,0,0,,
1607962,2017,0,31763000,23503000,29335000,12398000,41829000,3264000,1254000,43853000,-106492000,3746000,3532000,214000,-25174000,-25415000,5937000,,,438000,,10518000,,10518000,0.739948997260964,0.331140005666971,0.23984676076893258,-0.8001448225923244,0.11793596322765482,2.366107436683336,0.24200359740361305,-0.051885598582637305,25574000,3951000,-0.8472667552983499,0
1615063,2017,0,239940000,485941000,44740000,58805000,,7684000,189000,-2329000,-378905000,45050000,,,-11897000,-49114000,5237000,58301000,58100000,39386000,,114161000,,114161000,2.0252604817871136,0.47578978077852796,-49.017174753112926,-0.20469283987663583,0.18775527215137117,0.7608196581923306,1.9514378505040022,,81295969,,-0.000004957195356143673,0
1629019,2017,0,2269442000,2512224000,,,229655000,,,110137000,145274000,9417000,,,,28383000,,,14290000,,,57006000,57006000,57006000,1.1069787198791596,0.025118949944523808,0.5175917266676957,0.01250659853831911,0.0041494781536606795,,,,,,,
1647088,2017,0,1699450000,1676319000,137508000,172655000,6279000,8938000,71434000,23131000,-1489117000,453335000,,162940000,-20772000,-71587000,,139355000,92028000,22675000,,37737000,,37737000,0.9863891258936714,0.022205419400394246,1.6314469759197614,-0.04212362823266351,0.2667539498072906,0.7964321913642813,2.388041908426701,,501602414,0,0.0011217250641062505,0
1647339,2017,0,20609004000,,11976222000,8878924000,4921305000,,4072180000,7894154000,20204932000,32914424000,23105185000,,4435869000,3226364000,625541000,,14578000,645923000,2773000,,27230000,27230000,,0.0013212671509986605,0.003449387990150686,0.1565511851033655,1.5970895051502731,1.3488370888184198,0.13219819073566608,0.032619811877001546,18202647000,31874678000,0.17151467036634838,0.0015071983761482603
1651932,2017,0,5833,,5833,57042,0,,,-35273,-407834,0,,,-17937,-21761,,,3724,,,14623,,14623,,2.5069432539002228,-0.4145663822186942,-3.7306703240185155,0,0.1022579853441324,20.057761732851986,,277,0,-94.93501805054152,0
1652923,2017,0,270575000,24443000,245180000,24443000,3120000,,,-2432000,-141562000,,,,-38573000,-38474000,27493000,11080000,,14000,,,,,0.09033724475653701,0,0,-0.14219347685484615,,10.030683631305486,3.1573011834760556,,65084291,,-0.2413143902881265,0
1656328,2017,0,62377000,40260000,10523000,9883000,74467000,,,1000,-85897000,,,,-20689000,-21162000,2407000,,,,,,,,0.6454302066466807,0,0,-0.3392596630168171,,1.0647576646767176,,,,,,
1659559,2017,0,0,765,0,765,0,,,-765,-32465,5100,,1530,-29399,-31483,,,,,,,,,,,0,,,0,-1,0,6060,5100,-5.1952145214521455,0
1660734,2017,0,4658997000,6906834000,,,65607000,,173585000,1663233000,945313000,0,,618000,281478000,127669000,,,140644000,300470000,,6876468000,,6876468000,1.4824723003685127,1.475954588509072,4.134398487764493,0.02740267916034288,0,,1.799827527147948,,1664030000,0,-0.008123050666153856,0
1674168,2017,0,2180000000,1866000000,,,48000000,,123000000,518000000,-66000000,1239000000,,,,326777744,,,27000000,22000000,10000000,583000000,,593000000,0.8559633027522936,0.2720183486238532,1.1447876447876448,0.149898047706422,0.568348623853211,,,,,,,
1680048,2017,0,27499000,3223000,27499000,3223000,0,,,0,-17120000,,,,-11363000,-12654000,100000,,,,,,,,0.11720426197316267,0,,-0.46016218771591694,,8.532112938256283,0,,27499000,0,-0.46016218771591694,0
